Stock Name,LTP,Volume,PREV. CLOSE,OPEN,HIGH,LOW,CLOSE*,INDICATIVE CLOSE,VWAP,ADJUSTED PRICE *
RECLTD,544.40,57.16,548.35,549.40,550.25,538.05,545.05,-,544.12,-
